Brand Name,Shirt Name,Rating,Price,link,No. of ratings,Features,Colour,page
FLEXIMAA,Men's Regular Fit T-Shirt,3.5 out of 5 stars,339,https://www.amazon.in/FLEXIMAA-Cotton-Collar-T-Shirt-cfp-maroon13c-xl/dp/B073ZGGRLD/ref=sr_1_108?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-108,350 ratings,"['Fit Type: Regular Fit', 'Fabric: Cotton', 'Pattern: Solid', 'Sleeve Type: Half Sleeve']",Maroon,3
Vbirds,Men's Casual Round Neck Printed T-Shirts Pack of 10(Multicolor),4.1 out of 5 stars,995,https://www.amazon.in/Vbirds-Printed-T-Shirts-Multicolor-X-Large/dp/B07XDXJSCX/ref=sr_1_109?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-109,8 ratings,"['Fit Type: Regular Fit', 'Fit Type: Regular Fit', 'Preminum Indian ethnic, festive and party wear for kids designed by Yash Store.', '100% cotton', 'Made up of high quality 170 gsm breathable fabrics. With Pack of 10', 'Machine wash/Handwashed. Do not bleach']",,3
Kiddeo,Girls' T-Shirt (Pack of 5),4.2 out of 5 stars,749,https://www.amazon.in/Kiddeo-Cotton-Sleeve-T-shirt-Multicolour/dp/B076BPWKDP/ref=sr_1_110?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-110,540 ratings,"['Fit Type: Regular Fit', 'Fabric: Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Solid', 'Sleeve Type: Full Sleeve']",,3
PAUSE,Men's Slim Fit T-Shirt,3.4 out of 5 stars,399,https://www.amazon.in/PAUSE-Sleeve-T-Shirt-Medium-PACT02191508-DGR-M/dp/B07P574CNQ/ref=sr_1_111?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-111,257 ratings,"['Care Instructions: Dry In Shade', 'Fit Type: Slim Fit', 'Fabric: Blended', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Solid', 'Sleeve Type: Full Sleeve']",Grey,3
Max,Girl's Regular fit T-Shirt,,399,https://www.amazon.in/Max-Regular-T-Shirt-S20ELC09ROSE-Pink_Rose/dp/B082SZ4VSD/ref=sr_1_112?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-112,0,"['Care Instructions: machine wash', 'Fit Type: regular fit', 'Color Name: Rose Pink', 'Material: Cotton', 'Half sleeve', 'Machine wash']",13 Years-14 Years,3
Max,Girl's Regular fit T-Shirt,3.6 out of 5 stars,399,https://www.amazon.in/Max-Regular-T-Shirt-S20ELC11LIGHT-Blue_Light/dp/B082SYWQTZ/ref=sr_1_113?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-113,5 ratings,"['Care Instructions: machine wash', 'Fit Type: regular fit', 'Color Name: Light Blue', 'Material: Cotton', 'Sleeveless', 'Machine wash']",,3
Pro Gym,Men's Slim Fit T-Shirt,3.9 out of 5 stars,431,https://www.amazon.in/Pro-Gym-Stretchable-T-Shirt-Gymming/dp/B07TN5CS9Z/ref=sr_1_114?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-114,252 ratings,"['Fit Type: Slim Fit', 'Fabric: Lycra', 'Neck Style: Round Neck', 'Pattern: Printed', 'Sleeve Type: Long Sleeve']",Black,3
Ezee Sleeves,Girls' T-Shirt (Pack of 5),3.6 out of 5 stars,659,https://www.amazon.in/Ezee-%E0%A4%B8%E0%A5%8D%E0%A4%B2%E0%A5%80%E0%A4%B5-%E0%A4%B2%E0%A4%A1%E0%A4%BC%E0%A4%95%E0%A4%BF%E0%A4%AF%E0%A5%8B%E0%A4%82-%E0%A4%B2%E0%A4%BF%E0%A4%8F-%E0%A4%9F%E0%A5%80-%E0%A4%B6%E0%A4%B0%E0%A5%8D%E0%A4%9F/dp/B07MHM1L9G/ref=sr_1_115?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-115,157 ratings,"['Care Instructions: Normal Wash Only', 'Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Printed', 'Sleeve Type: Cap Sleeve']",Combo 1,3
Max,Men's Slim fit Polo,4.1 out of 5 stars,314,https://www.amazon.in/Max-Mens-Solid-Slim-AMPSP2001HSCNAVY_Navy/dp/B083537MB4/ref=sr_1_116?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-116,228 ratings,"['Care Instructions: machine wash', 'Fit Type: slim fit', 'MAX Men Solid Slim Fit Polo T-shirt', 'Material :Cotton Blend', 'Color : GREEN', 'Design : printed', 'Care instruction : Machine Wash', 'slim fit', 'Polo Neck , Half Sleeves']",Navy,3
WEXFORD,Men's Regular Fit Polos,3.8 out of 5 stars,479,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0260690ZTA3F632XZXT&url=%2FWEXFORD-Sleeve-Printed-Casual-T-Shirt%2Fdp%2FB07JN6XGSF%2Fref%3Dsr_1_117_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-117-spons%26psc%3D1&qualifier=1594465427&id=2063994429485258&widgetName=sp_mtf,17 ratings,"['Care Instructions: Machine washes in cold water. Do not bleach. Do not wring or twist. Dry in shade. Warm low Iron. Don not tumble dry Machine dry not recommended', 'Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Style: Polo', 'Neck Style: Polo', 'Pattern: Striped', 'Sleeve Type: Half Sleeve']",White,3
WEXFORD,Men's Regular Fit Polos,4.4 out of 5 stars,482,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A025409421P3KJVY281L&url=%2FWEXFORD-Mens-Sleeve-Casual-T-Shirt%2Fdp%2FB01HTP5JWW%2Fref%3Dsr_1_118_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-118-spons%26psc%3D1&qualifier=1594465427&id=2063994429485258&widgetName=sp_mtf,19 ratings,"['Fit Type: Regular', 'Fabric: Cotton', 'Neck Style: Turtle Neck', 'Pattern: Striped', 'Sleeve Type: Half Sleeve']",,3
Sparrowhawk,Men's Solid/Plain Casual Regular Fit Half Sleeve Round Neck T-Shirt Pack of 3,,699,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A10421313D152NLATZSFM&url=%2FSparrowHawk-Casual-Regular-Sleeve-T-Shirt%2Fdp%2FB082NY5TPV%2Fref%3Dsr_1_119_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-119-spons%26psc%3D1&qualifier=1594465427&id=2063994429485258&widgetName=sp_mtf,0,"['Fit Type: Regular Fit', 'Care Instructions: Machine wash. Low Iron. Dry In Shade. Do not bleach.', 'Fit Type: Regular Fit', 'Premium quality 100% cotton. Fit and Fabric comfort to last all day long.', 'Neck Type: Round Neck.', 'Sleeve: Half Sleeve.']",,3
Spark,Men's Cotton Polo T-Shirt,3.7 out of 5 stars,499,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A05568783O11RGU2X49Q6&url=%2FSpark-Mens-Premium-Cotton-T-shirt%2Fdp%2FB012GCJC0S%2Fref%3Dsr_1_120_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-120-spons%26psc%3D1&qualifier=1594465427&id=2063994429485258&widgetName=sp_mtf,519 ratings,"['Colour : Black Melange, Material : 100% Premium Organic Cotton', 'Sleeve Type: Half, Fit Type: Regular. Superior Smooth fabric, Melange Texture, Elegant stitching and super finish. Special Neck Tape for additional comfort.', 'Closure Type: Button. Solid Polo, Vibrant Colours. Polo t shirt for men, t shirt for men with collar, collar t shirts for men, cotton t shirts for men, Plain Polo, Tshirts for men, tshirts for mens half sleeve', 'HOW TO SELECT YOUR CORRECT SIZE : Take any Polo T-shirt that is available with you and fits you perfectly. 2 Major parameters of selecting Size are 1. CHEST : Measure around the fullest part, place the tape close under the arms and make sure the tape is flat across the back. 2. FRONT LENGTH : Measure from the highest point of the shoulder to the desired hemline as shown in the Image. These both details will give you an idea of what Size Polo T-shirt you should consider for buying.', 'Classy Formal and Casual wear. The Model in the image is wearing a ""Medium"" Size Polo T-shirt. Please refer to the ""Size Chart"" to select your Size. Care instructions: Do not bleach. Dry in shade. Wash with similar colors. Machine wash.']",Charcoal Grey,3
Levi's,Women's Loose fit T-Shirt,4.7 out of 5 stars,540,https://www.amazon.in/Levis-Womens-Loose-T-Shirt-52098-0014_Black_S/dp/B07SH8F969/ref=sr_1_121?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-121,6 ratings,"['Care Instructions: machine wash', 'Fit Type: loose fit', 'Color Name: Black', '100% Cotton', 'machine wash', 'Graphic Print', 'Short Sleeve', 'Round Neck', ""Levi's Cropped Graphic Tee""]",Black,3
Kuchipoo,Kids Sleeveless T-Shirt,4.1 out of 5 stars,539.1,https://www.amazon.in/Kuchipoo-Sleeveless-T-Shirt-kuc-tshrt-102-Multicolour/dp/B074SMGKVG/ref=sr_1_122?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-122,338 ratings,"['Care Instructions: Wash dark colors separately. Do not bleach, and line dry in shade; medium to mild iron', 'Fit Type: Regular Fit', 'Material: Cotton', 'Color: Multi-Coloured', 'Fit Type: Regular Fit', 'Neck Style: Round Neck', 'Type of Sleeves: Sleeveless']",,3
JUNEBERRY,Women's & Girls' T-Shirt,3.7 out of 5 stars,349,https://www.amazon.in/JUNEBERRY-Womens-Girls-T-Shirt-JB_TSH_99_CARTOON_WHT_XL_White_X-Large/dp/B0824THWZS/ref=sr_1_123?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-123,121 ratings,"['Care Instructions: Regular hand wash/machine wash, Do not bleach! Wash with similar colors, Dry in shade.', 'Fit Type: Regular Fit', 'Fabric: Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Block Print', 'Sleeve Type: Half Sleeve']",White,3
Kuchipoo,Girls' T-Shirt,4.1 out of 5 stars,539.1,https://www.amazon.in/Kuchipoo-Girls-Cotton-T-Shirts-Multi-Coloured/dp/B07G72KSZW/ref=sr_1_124?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-124,249 ratings,"['Care Instructions: Machine Wash', 'Fit Type: Regular Fit', 'Fabric: Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Sleeve Type: Half Sleeve']",,3
REIFICA,Women's T-Shirt (Pack of 4),4.2 out of 5 stars,849,https://www.amazon.in/Reifica-Cotton-bio-Washed-Sleeve-t-Shirt/dp/B07XWNKV4Y/ref=sr_1_125?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-125,167 ratings,"['Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Striped', 'Sleeve Type: Half Sleeve']","Black,Maroon,White,Yellow",3
SHAUN,Women's T-Shirt (Pack of 3),4.0 out of 5 stars,799,https://www.amazon.in/Shaun-Womens-T-Shirts-105WPted3_NPX46a_Dark-Grey_XXX-Large/dp/B078Y4YNZ9/ref=sr_1_126?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-126,130 ratings,"['Care Instructions: Gentle machine wash.', 'Fit Type: Regular Fit', 'Fabric: Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Printed', 'Sleeve Type: Half Sleeve']",,3
Amazon Brand - Jam & Honey,Boys' Regular Fit T-Shirt,4.1 out of 5 stars,429,https://www.amazon.in/Amazon-Brand-Regular-T-Shirt-SS19YBP02TEE152_Multicolor_11-12/dp/B07R119HZY/ref=sr_1_127?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-127,95 ratings,"['Care Instructions: machine wash', 'Fit Type: regular fit', 'Color Name: Blue, Black', '100% Cotton single jersey', 'Half sleeve', 'Machine wash', 'Comes with contrast neck binding']",Multicolor 12,3
Goodway,Baby Boy's Animal Print Regular fit T-Shirt (Pack of 5),4.1 out of 5 stars,587,https://www.amazon.in/Goodway-Junior-5Pack-Attitude-T-Shirts/dp/B00KNU1CMM/ref=sr_1_128?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-128,274 ratings,"['Care Instructions: machine wash', 'Fit Type: regular fit', 'Made in India Most Loved Fabric That Suits for Indian Weather Conditions', 'Material : 100% Super Combed Cotton ,Biowashed Fabric - 170-180 Gsm', 'Occation: Active Wear, Go to park/beach/hiking suitable for homewear,daily wear, Sports Wear', 'Features : Round Neck , Short Sleeve 5 Different Colour and Theme Printed Tshirt comes in Various themes with colorfull Prints', 'Package Included: Pack of 5 Quality Tshirt']",,3
9 HORSES,Men's Regular Fit T-Shirt,,,https://www.amazon.in/HORSES-Mens-Spectacular-Cotton-Tshirt/dp/B01DIXAU00/ref=sr_1_129?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-129,0,"['Fabric: Poly Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Sleeve Type: Half Sleeve']",,3
WEXFORD,Men's Regular Fit Polos,3.8 out of 5 stars,479,https://www.amazon.in/WEXFORD-Mens-Sleeve-Cotton-Tshirt/dp/B07W94NVN3/ref=sr_1_130?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-130,778 ratings,"['Care Instructions: Machine wash in cold water. Do not bleach. Do not wring or twist. Dry in shade. Warm low iron. Machine dry not recommended.', 'Fit Type: Regular Fit', 'Fabric: Cotton', 'Neck Style: Polo', 'Pattern: Solid', 'Sleeve Type: Half Sleeve']",Red/Grey/Navy,3
WEXFORD,Men's Regular Fit Polos,4.0 out of 5 stars,477,https://www.amazon.in/WEXFORD-Sleeves-Cotton-Regular-T-shirt/dp/B085CJ9836/ref=sr_1_131?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-131,218 ratings,"['Care Instructions: Wash Care: Machine washes in cold water. Do not bleach. Do not wring or twist. Dry in shade. Warm low iron. Don not tumble dry Machine dry not recommended', 'Fit Type: Regular Fit', 'Fabric: Cotton', 'Neck Style: Polo', 'Sleeve Type: Full Sleeve']",Grey/White,3
Kiddeo,Boys' T-Shirt (Pack of 6),4.1 out of 5 stars,799,https://www.amazon.in/Kiddeo-Cotton-T-Shirt-Multicolour-6C-Tshirts-03-ML-11-12/dp/B0743BFGFY/ref=sr_1_132?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-132,276 ratings,"['Fit Type: Regular Fit', 'Fabric: Cotton', 'Neck Style: Round Neck', 'Pattern: Solid']",,3
WEXFORD,Men's Regular Fit Polos,3.8 out of 5 stars,699,https://www.amazon.in/WEXFORD-Half-Sleeve-Free-Tshirt/dp/B085ZB9PVC/ref=sr_1_133?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-133,851 ratings,"['Care Instructions: Machine wash in cold water. Do not bleach. Do not wring or twist. Dry in shade. Warm low iron. Machine dry not recommended.', 'Fit Type: Regular Fit', 'Fabric: Cotton', 'Style: Regular', 'Neck Style: Polo', 'Sleeve Type: Half Sleeve']",Grey,3
Puma,Women's Slim fit T-Shirt,4.7 out of 5 stars,519,https://www.amazon.in/PUMA-Womens-T-Shirt-84505901-Black_XL/dp/B07QGK4KV7/ref=sr_1_134?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-134,5 ratings,"['Care Instructions: machine wash', 'Fit Type: slim fit', 'Color Name: Puma Black', 'Main Material 1: 100% Cotton ; Jersey; 160.00 G/m²; Regular Finishing', 'machine wash', 'Abstract Print', 'Short Sleeve']",,3
Amazon Brand - Symbol,Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 5),3.9 out of 5 stars,809,https://www.amazon.in/Amazon-Brand-Symbol-T-Shirt-AW17PLPO5-3_M_Multicolor3/dp/B073X32W26/ref=sr_1_135?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-135,970 ratings,"['Care Instructions: machine wash', 'Fit Type: Regular Fit', 'Material - 100% Cotton except Grey Melange (which is 60% Cotton and 40% Polyester)', 'Fit Type - regular fit', 'Half Sleeve T-Shirt', 'Quality fabric for comfort and durability', 'Bio wash for better handfeel', 'Machine wash warm, wash dark colors separately, do not bleach, tumble dry low, warm ironMade in India']",Multicolor3,3
Ariel,"Boys' Tshirt Pack of 5 Cotton, Regular Fit, Multicolour",3.9 out of 5 stars,999,https://www.amazon.in/Ariel-Tshirt-Cotton-Regular-Multicolour/dp/B089S74D3B/ref=sr_1_136?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-136,17 ratings,"['Care Instructions: Gentle wash in cold water only. Do not Bleach. Do not use hot water', 'Fit Type: Regular Fit', '✔ Made of 100% pure cotton, comfortable for all seasons', '✔ Bright Colors, Bold graphics, Tag free Crew neck tees', '✔ Trusted ARIEL quality, exclusive on Amazon', '✔ Half Sleeves, Regular fit', '✔ Design will be same as shown in the image']",Multi 1,3
EYEBOGLER,Men's Regular Fit T-Shirt,3.7 out of 5 stars,499,https://www.amazon.in/EYEBOGLER-Regular-Cotton-T-Shirt-Blue-Orange/dp/B07NVBKJSS/ref=sr_1_137?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-137,304 ratings,"['Care Instructions: Machine wash', 'Fit Type: Regular Fit', 'Fabric: 60% Cotton; 40% Polyester', 'Neck Style: Crew Neck']",Navy Blue-Orange,3
Van Heusen Athleisure,Men's Solid Regular Fit T-Shirt,4.2 out of 5 stars,459,https://www.amazon.in/Van-Heusen-T-Shirt-8907670964477_60001_Blue-Melange_L/dp/B073WC56W7/ref=sr_1_138?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-138,524 ratings,"['Care Instructions: machine wash', 'Fit Type: Regular Fit', 'Disclaimer: Product comes in assorted prints. Actual colours and prints might vary from the image shown here', 'V-neck', 'Regular fit', 'Half sleeve', 'Machine wash cold', 'Made in India']",Blue Melange,3
Puma,Women's Regular fit Sports T-Shirt,4.0 out of 5 stars,599,https://www.amazon.in/Puma-Womens-Regular-T-Shirt-58242002_Peacoat_M/dp/B07VXB5W4X/ref=sr_1_139?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-139,5 ratings,"['Care Instructions: machine wash', 'Fit Type: regular fit', 'Color Name: Peacoat', 'Synthetic', 'machine wash', 'Short Sleeve']",,3
Amazon Brand - Symactive,Men's Solid Regular Fit Sleeveless Sports T-Shirt,4.1 out of 5 stars,299,https://www.amazon.in/Amazon-Brand-Symbol-T-Shirt-AW17-SYSP-04C_Large_Wine/dp/B072KN82PD/ref=sr_1_140?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-140,285 ratings,"['Material - 100% Polyester', 'Fit Type - Regular fit; Sleeveless T-Shirt', 'Round Neck T-Shirt for Men', 'Athletic wear t-shirt', 'Interlock knit fabric provides comfort and let you move freely. Reflective branding detail stands out in low light', 'Moisture wicking technology helps to keep you dry and sweat free', 'Ideal Use- Indoor/outdoor training and medium-impact sports like running, gymming and cycling', 'Machine wash cold, wash dark colors separately, delicate cycle, do not bleach, line dry in shade, cool iron, do not iron print and embellishment', 'Made in India']",Wine,3
Amazon Brand - Symactive,Men's Color Block Regular Fit Sleeveless Sports T-Shirt,4.3 out of 5 stars,319,https://www.amazon.in/Amazon-Brand-Symbol-T-Shirt-AW17-SYSP-05A_Medium_Orange/dp/B072N82KC6/ref=sr_1_141?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-141,207 ratings,"['Material - 100% Polyester', 'Fit Type - Regular fit; Sleeveless T-Shirt', 'Round Neck T-Shirt for Men', 'Athletic wear t-shirt', 'Interlock knit fabric provides comfort and let you move freely', 'Moisture wicking technology helps to keep you dry and sweat free', 'Ideal Use- Indoor/outdoor training and medium-impact sports like running, gymming and cycling', 'Machine wash cold, wash dark colors separately, delicate cycle, do not bleach, line dry in shade, cool iron, do not iron print and embellishment']",Orange,3
Mubeen Saudagar,Honey & Bunny in KungFu Challenge,,,https://www.amazon.in/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.04b560d7-9085-56e5-08ee-3aa280878067%26ref_%3Ddvm_src_ret_in_xx_s&page-type-id=B07RY746GX&ref=sr_1_142&keywords=t-shirt&qid=1594056503&sr=8-142,0,,3,
AELOMART,Women's T-Shirt,4.2 out of 5 stars,399,https://www.amazon.in/AELOMART-Womens-Mustard-AWT2053MDW-P-X-Large/dp/B07PK697ZW/ref=sr_1_143?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-143,1098 ratings,"['Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Striped', 'Sleeve Type: Half Sleeve']",MUSTARD,3
JUNEBERRY,Women's T-Shirt,3.5 out of 5 stars,299,https://www.amazon.in/JUNEBERRY-Cotton-Multicolored-Round-T-Shirt/dp/B07XJNKT3K/ref=sr_1_144?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-144,118 ratings,"['Care Instructions: Regular hand wash/machine wash, Do not bleach! Wash with similar colors, Dry in shade.', 'Fit Type: Regular Fit', 'Fabric: Cotton', 'Neck Style: Round Neck']",Pink,3
Levi's,Men's Regular fit T-Shirt,3.6 out of 5 stars,639,https://www.amazon.in/Levis-Printed-Regular-T-Shirt-16960-0274_Blue_M/dp/B07SNLJV71/ref=sr_1_145?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-145,11 ratings,"['Care Instructions: machine wash', 'Fit Type: regular fit', 'Color: Blue', 'Material: Cotton', 'Regular fit', 'Half sleeve', 'Pattern: Printed', 'Machine wash']",,3
Elk,Baby Boys' & Baby Girls' T-Shirt (Pack of 6),4.1 out of 5 stars,599,https://www.amazon.in/Elk-Girls-T-Shirt-SB71-INF-HS-Combo-06_Assorted_9-12-Month/dp/B081F7NMLF/ref=sr_1_146?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-146,23 ratings,"['Care Instructions: Wash with Like Colors', 'Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Neck Style: Button Front', 'Sleeve Type: Full Sleeve']",,3
Miss Chase,Women's Maroon Cotton Basic T-Shirt,4.1 out of 5 stars,367,https://www.amazon.in/Miss-Chase-Womens-Maroon-T-Shirt/dp/B07D37BHRN/ref=sr_1_147?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-147,343 ratings,"['Care Instructions: Machine wash', 'Fit Type: regular fit', '100% Cotton', 'Short Sleeve, V-Neck, Regular Fit, Knit', 'Cold Machine wash with similar colors, Do not Bleach, Tumble Dry Low, Warm Iron', 'Length: XS-24"", S-24.5"", M-25"", L-25.5"", XL-26""', 'Bust: XS-30"", S-32"", M-34"", L-36"", XL-38""; Waist: XS-28"", S-30"", M-32"", L-34"", XL-36""; Hip: XS-35"", S-37"", M-39"", L-41"", XL-43""']",Maroon,3
Amazon Brand - Symbol,Men's Solid T-Shirt,4.1 out of 5 stars,239,https://www.amazon.in/Amazon-Brand-Regular-T-Shirt-SS20SYMTEE14-B_White/dp/B081VMBW4M/ref=sr_1_148?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-148,4 ratings,"['Care Instructions: machine wash', 'Fit Type: regular fit', 'Material - 100% Cotton', 'Fit Type - regular fit', 'Half Sleeve T-Shirt', 'Color block tee', 'Bio wash for better handfeel', 'Machine wash warm, wash dark colors separately, do not bleach, tumble dry low, warm ironMade in India']",WHITE,3
Fabricorn,Women's T-Shirt,4.1 out of 5 stars,449,https://www.amazon.in/Fabricorn-Womens-T-Shirt-GT01_Ylw_UpDown_3XL_3XL_Mustard-Yellow_XXX-Large/dp/B0854P7JPX/ref=sr_1_149?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-149,940 ratings,"['Care Instructions: Machine-wash', 'Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Solid', 'Sleeve Type: Half Sleeve']",Mustard Yellow,3
Marvel,Boy's Regular fit T-Shirt,3.8 out of 5 stars,441,https://www.amazon.in/Marvel-Plain-Regular-T-Shirt-DSM0015-2_Black_5-6/dp/B07MBSXX14/ref=sr_1_150?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-150,14 ratings,"['Care Instructions: Machine wash', 'Fit Type: regular fit', 'Color Name: Black', '70% Cotton 30% Polyester', 'Short sleeve', 'Machine wash']",,3
Cherokee,by Unlimited Boy's Regular fit T-Shirt (Pack of 3)(Colors & Print May Vary),,359,https://www.amazon.in/Cherokee-Regular-T-Shirt-278119760-05Y_HS/dp/B07RS3GFJD/ref=sr_1_151?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-151,0,"['Care Instructions: machine wash', 'Fit Type: regular fit', 'Color Name: Assorted', '100% Cotton', 'Half sleeve', 'Machine wash']",,3
LEWEL,Men's Regular Fit T-Shirt,3.7 out of 5 stars,469,https://www.amazon.in/LEWEL-Hooded-Sleeve-Colorblock-T-Shirt/dp/B07WVD6188/ref=sr_1_152?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-152,212 ratings,"['Fit Type: Regular Fit', 'Fabric: Cotton', 'Neck Style: Hood', 'Sleeve Type: Full Sleeve']",,3
KAVIT HUB,Men's Regular Fit T-Shirt (Pack of 3),3.8 out of 5 stars,999,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A07005262NX8SI8P8Z353&url=%2FKavit-Riders-Indian-Sleeve-X-Large%2Fdp%2FB07CW1MC7V%2Fref%3Dsr_1_153_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-153-spons%26psc%3D1&qualifier=1594465427&id=2063994429485258&widgetName=sp_btf,26 ratings,"['Care Instructions: DO NOT IRON ON PRINT', 'Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Solid', 'Sleeve Type: Half Sleeve']",,3
KGB Polo,Men's Regular Fit T-Shirt (Pack of 4),4.0 out of 5 stars,975,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A1017024SPQJMR4IQ203&url=%2FKGB-Polo-Regular-T-Shirt-kgb_tee_4pack_L_Z11Z19Z22Z23_Multicolored_Large%2Fdp%2FB084TG2JSG%2Fref%3Dsr_1_154_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-154-spons%26psc%3D1&qualifier=1594465427&id=2063994429485258&widgetName=sp_btf,120 ratings,"['Care Instructions: Regular machine Wash; Wash Dark Colors separately', 'Fit Type: Regular', 'Fabric: Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Striped', 'Sleeve Type: Half Sleeve']",Multicolor7,3
AMERICAN CREW,Men's Polo AC160 Grey,4.1 out of 5 stars,599,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A03352231JZBA62NB9BQB&url=%2FAmerican-Crew-Mens-AC160-Large%2Fdp%2FB00SYP38CA%2Fref%3Dsr_1_155_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-155-spons%26psc%3D1&qualifier=1594465427&id=2063994429485258&widgetName=sp_btf,132 ratings,"['Regular Fit Half Sleeve Polo is made of comfortable, Bio Washed cotton-poly pique fabric, a three-button placket, and ribbed cuffs for a classic look.', 'Fabric Composition - Cotton 60% Poly 40% Blend, Bio Wash Pique Fabric.', 'Pattern - Color Block Men’s Polo Tshirt, Rib Collar &amp; Sleeve for Amazing Fit.', 'Classic ""American Crew"" Signature Polo with Embroidery on Chest.', '“Made In India” by Socially Compliant MSME Factory. All Components Used to make this T-Shirt are Proudly ""Made in India"".']",Charcoal & Black,3
