Brand Name,Shirt Name,Rating,Price,link,No. of ratings,Colour,Sleeve,Neck,Material,Fit Type,PG
Shein,SHEIN Men Color-block Striped Tee,4.0,669,https://www.shein.in/Men-Color-block-Striped-Tee-p-699376-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,949,Multicolor,Short Sleeve,Round Neck,"30% Rayon, 65% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Contrast Stitch Striped Tee,4.0,897,https://www.shein.in/Men-Contrast-Stitch-Striped-Tee-p-713216-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,242,Multicolor,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Tropical Print Raglan Sleeve Tee,4.0,603,https://www.shein.in/Men-Tropical-Print-Raglan-Sleeve-Tee-p-722608-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,2621,White,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Letter & Heart Graphic Tee,4.0,769,https://www.shein.in/Men-Letter-Heart-Graphic-Tee-p-727289-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,400,Yellow,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Letter & Tropical Print Tee,3.916666666666667,643,https://www.shein.in/Men-Letter-Tropical-Print-Tee-p-772203-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,2035,Orange,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Contrast V-neck Striped & Graphic Print Top,4.0,565,https://www.shein.in/Men-Contrast-V-neck-Striped-Graphic-Print-Top-p-806602-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,128,White,Short Sleeve,V neck,"92% Polyester, 8% Spandex",Regular Fit,Shein
Shein,SHEIN Men Cat Print Rolled Cuff Heather Grey Tee,4.0,733,https://www.shein.in/Men-Cat-Print-Rolled-Cuff-Heather-Grey-Tee-p-822291-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,354,Grey,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men Tiger Face Embossed Tee,3.833333333333333,716,https://www.shein.in/Men-Tiger-Face-Embossed-Tee-p-710340-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,348,Black,Short Sleeve,Round Neck,100% Polyester,Regular Fit,Shein
Shein,Men Cut And Sew Contrast Binding Tee,4.0,917,https://www.shein.in/Men-Cut-And-Sew-Contrast-Binding-Tee-p-734324-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,21,Multicolor,Short Sleeve,Round Neck,100% Polyester,Regular Fit,Shein
Shein,Men Letter Print Tee,4.0,694,https://www.shein.in/Men-Letter-Print-Tee-p-745817-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,48,Royal Blue,Short Sleeve,Round Neck,100% Cotton,Regular Fit,Shein
Shein,Men Letter And Pineapple Print Tee,4.083333333333334,740,https://www.shein.in/Men-Letter-And-Pineapple-Print-Tee-p-761912-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,32,White,Short Sleeve,Round Neck,100% Cotton Blends,Regular Fit,Shein
Shein,Men Contrast Striped Tee,4.083333333333334,799,https://www.shein.in/Men-Contrast-Striped-Tee-p-772939-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,35,Blue,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men Cartoon Print Round Neck Tee,3.916666666666667,834,https://www.shein.in/Men-Cartoon-Print-Round-Neck-Tee-p-781602-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,31,Yellow,Short Sleeve,Round Neck,"95.8% Polyester, 4.2% Spandex",Regular Fit,Shein
Shein,Men Contrast Panel Short Sleeve Tee,4.166666666666667,800,https://www.shein.in/Men-Contrast-Panel-Short-Sleeve-Tee-p-953552-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,14,Black,Short Sleeve,Round Neck,"42% Cotton, 58% Polyester",Regular Fit,Shein
Shein,Men Cut And Sew Tee,4.083333333333334,787,https://www.shein.in/Men-Cut-And-Sew-Tee-p-1059164-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,62,Multicolor,Short Sleeve,Round Neck,"65% Cotton, 35% Polyester",Regular Fit,Shein
Shein,Men Lion 3D Print Tee,4.0,910,https://www.shein.in/Men-Lion-3D-Print-Tee-p-468417-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,33,Navy Blue,Short Sleeve,Round Neck,Polyester,Regular Fit,Shein
Shein,SHEIN Men Slogan Print Ringer Tee,4.083333333333334,888,https://www.shein.in/Men-Slogan-Print-Ringer-Tee-p-693319-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1108,Blue,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Striped Short Sleeve Tee,4.0,699,https://www.shein.in/Men-Striped-Short-Sleeve-Tee-p-788650-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,633,Multicolor,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,Men Round Neck Striped Tee,4.083333333333334,952,https://www.shein.in/Men-Round-Neck-Striped-Tee-p-828116-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,30,Multicolor,Long Sleeve,Round Neck,"58% Cotton, 42% Polyester",Regular Fit,Shein
Shein,Men Cartoon Graphic Tee,4.0,763,https://www.shein.in/Men-Cartoon-Graphic-Tee-p-813924-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,65,Blue,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Slogan & Camera Print Tee,4.0,888,https://www.shein.in/Men-Slogan-Camera-Print-Tee-p-666301-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,507,Mustard Yellow,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men Slogan Print Tee,4.166666666666667,751,https://www.shein.in/Men-Slogan-Print-Tee-p-813923-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,84,White,Short Sleeve,Round Neck,100% Cotton,Regular Fit,Shein
Shein,SHEIN Men Striped Cuff T-shirt,4.083333333333334,888,https://www.shein.in/Men-Striped-Cuff-T-shirt-p-661149-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,64,Black,Short Sleeve,Round Neck,"94% Cotton, 6% Spandex",Regular Fit,Shein
Shein,Men Letter Print Tee,4.083333333333334,667,https://www.shein.in/Men-Letter-Print-Tee-p-797583-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,69,Grey,Short Sleeve,Round Neck,100% Cotton,Regular Fit,Shein
Shein,SHEIN Men Striped Tunic Tee,4.166666666666667,888,https://www.shein.in/Men-Striped-Tunic-Tee-p-574532-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,24,Grey,Short Sleeve,Round Neck,"94% Cotton, 6% Spandex",Regular Fit,Shein
Shein,SHEIN Men Side Tape Ringer Top,4.083333333333334,734,https://www.shein.in/Men-Side-Tape-Ringer-Top-p-760177-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1723,Navy Blue,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men Letter Print Tee,4.083333333333334,792,https://www.shein.in/Men-Letter-Print-Tee-p-749826-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,51,Red,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Letter Print Tee,4.0,888,https://www.shein.in/Men-Letter-Print-Tee-p-718358-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,110,White,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Pocket Patched Colorblock Top,3.916666666666667,773,https://www.shein.in/Men-Pocket-Patched-Colorblock-Top-p-996096-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,27,Navy Blue,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,Men Letter & Floral Print Tee,4.166666666666667,716,https://www.shein.in/Men-Letter-Floral-Print-Tee-p-1093092-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,26,Army Green,Short Sleeve,Round Neck,"65% Cotton, 35% Polyester",Regular Fit,Shein
Shein,SHEIN Men Slogan Graphic Top,4.0,999,https://www.shein.in/Men-Slogan-Graphic-Top-p-948638-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,66,Black,Long Sleeve,Round Neck,"30% Cotton, 65% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Striped and Graphic Print Top,4.083333333333334,737,https://www.shein.in/Men-Striped-and-Graphic-Print-Top-p-852921-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1318,Black,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men Letter Graphic Drawstring Hooded Tee,4.083333333333334,763,https://www.shein.in/Men-Letter-Graphic-Drawstring-Hooded-Tee-p-961573-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,100,White,Short Sleeve,Hooded,"35% Cotton, 65% Polyester",Regular Fit,Shein
Shein,SHEIN Men Two Tone Top,4.083333333333334,909,https://www.shein.in/Men-Two-Tone-Top-p-858292-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,30,Multicolor,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men 3D Animal Print Tee,4.083333333333334,999,https://www.shein.in/Men-3D-Animal-Print-Tee-p-829629-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,39,Black,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,Men Color-block Letter Print Tee,4.083333333333334,767,https://www.shein.in/Men-Color-block-Letter-Print-Tee-p-748379-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,159,Multicolor,Short Sleeve,Round Neck,Polyester,Regular Fit,Shein
Shein,SHEIN Men Raglan Sleeve Camo Print Tee,4.083333333333334,942,https://www.shein.in/Men-Raglan-Sleeve-Camo-Print-Tee-p-840920-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,23,Multicolor,Long Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Tie Dye Top,4.0,999,https://www.shein.in/Men-Tie-Dye-Top-p-660595-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,43,Multicolor,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Letter Print Color-block T-shirt,4.083333333333334,667,https://www.shein.in/Men-Letter-Print-Color-block-T-shirt-p-660515-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,43,White,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Striped Trim Neck Pocket Patched Tee,4.0,566,https://www.shein.in/Men-Striped-Trim-Neck-Pocket-Patched-Tee-p-794925-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,82,White,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Two Tone Slogan Graphic Top,4.166666666666667,708,https://www.shein.in/Men-Two-Tone-Slogan-Graphic-Top-p-1031605-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,170,White,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Cat Print Pocket Patched Tee,4.083333333333334,656,https://www.shein.in/Men-Cat-Print-Pocket-Patched-Tee-p-935234-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,53,White,Long Sleeve,Round Neck,"60% Cotton, 32.5% Polyester, 7.5% Spandex",Regular Fit,Shein
Shein,Men Letter Graphic Contrast Hooded Tee,4.0,763,https://www.shein.in/Men-Letter-Graphic-Contrast-Hooded-Tee-p-953564-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,207,Black,Short Sleeve,Hooded,100% Cotton Blends,Regular Fit,Shein
Shein,Men Slogan Graphic Color-block Tee,4.083333333333334,740,https://www.shein.in/Men-Slogan-Graphic-Colour-block-Tee-p-981950-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,44,Black,Long Sleeve,Round Neck,"35% Cotton, 65% Polyester",Regular Fit,Shein
Shein,SHEIN Men Color Block Letter Print Tee,4.083333333333334,676,https://www.shein.in/Men-Color-Block-Letter-Print-Tee-p-649630-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,765,Multicolor,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Scroll & Leopard Print Tee,4.083333333333334,840,https://www.shein.in/Men-Scroll-Leopard-Print-Tee-p-669043-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,43,Multicolor,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,Men Eagle Print High Low Curved Hem Tee,4.0,633,https://www.shein.in/Men-Eagle-Print-High-Low-Curved-Hem-Tee-p-791983-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,828,Black,Short Sleeve,Round Neck,100% Polyester,Regular Fit,Shein
Shein,Men Oblique Zipper Drawstring Hooded Tee,3.916666666666667,954,https://www.shein.in/Men-Oblique-Zipper-Drawstring-Hooded-Tee-p-724260-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,281,Black,Short Sleeve,Hooded,"90% Cotton, 10% Polyester",Regular Fit,Shein
Shein,Men Letter & Skull Print Tee,4.083333333333334,740,https://www.shein.in/Men-Letter-Skull-Print-Tee-p-967669-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,38,Black,Short Sleeve,Round Neck,"85% Cotton, 15% Polyester",Regular Fit,Shein
Shein,Men Rose Embroidery Curved Hem Tee,3.833333333333333,596,https://www.shein.in/Men-Rose-Embroidery-Curved-Hem-Tee-p-895985-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,822,Burgundy,Short Sleeve,Round Neck,100% Polyester,Regular Fit,Shein
Shein,Men Solid Button Decorated Tee,3.916666666666667,653,https://www.shein.in/Men-Solid-Button-Decorated-Tee-p-597103-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,316,Burgundy,Long Sleeve,Round Neck,"65% Cotton, 35% Polyester",Regular Fit,Shein
Shein,Men Letter Print Tee,4.083333333333334,1092,https://www.shein.in/Men-Letter-Print-Tee-p-485097-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,56,Black,Short Sleeve,Round Neck,Cotton,Regular Fit,Shein
Shein,SHEIN Men Color Block Sleeve Letter Print Tee,4.083333333333334,723,https://www.shein.in/Men-Color-Block-Sleeve-Letter-Print-Tee-p-514633-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,782,White,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men Letter Print Long Sleeve Tee,3.833333333333333,881,https://www.shein.in/Men-Letter-Print-Long-Sleeve-Tee-p-781642-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,37,White,Long Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men Figure Print Tee,4.083333333333334,678,https://www.shein.in/Men-Figure-Print-Tee-p-675306-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,387,Black,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men Astronaut Print Tee,3.916666666666667,892,https://www.shein.in/Men-Astronaut-Print-Tee-p-468418-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,527,Multicolor,Short Sleeve,Round Neck,100% Polyester,Regular Fit,Shein
Shein,Men Moon & Figure Graphic Tee,3.916666666666667,740,https://www.shein.in/Men-Moon-Figure-Graphic-Tee-p-957509-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,225,White,Short Sleeve,Round Neck,"85% Cotton, 15% Polyester",Regular Fit,Shein
Shein,SHEIN Men Short Sleeve Drawstring Camo Hoodie,4.0,878,https://www.shein.in/Men-Short-Sleeve-Drawstring-Camo-Hoodie-p-747978-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,493,Multicolor,Short Sleeve,Hooded,"94% Polyester, 6% Spandex",Regular Fit,Shein
Shein,SHEIN Men Figure Print Tee,4.166666666666667,999,https://www.shein.in/Men-Figure-Print-Tee-p-703745-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,28,White,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Chevron & Floral Print Tee,4.166666666666667,803,https://www.shein.in/Men-Chevron-Floral-Print-Tee-p-1040454-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,27,Black,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Letter & Figure Print Top,4.083333333333334,999,https://www.shein.in/Men-Letter-Figure-Print-Top-p-671737-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,681,White,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men 3D Printed Tee,4.0,834,https://www.shein.in/Men-3D-Printed-Tee-p-690037-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,65,Multicolor,Short Sleeve,Round Neck,"98% Polyester, 2% Spandex",Regular Fit,Shein
Shein,Men Lace-Up Half Placket Tee,4.0,678,https://www.shein.in/Men-Lace-Up-Half-Placket-Tee-p-584974-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,60,White,Long Sleeve,Stand Collar,Cotton,Regular Fit,Shein
Shein,SHEIN Men Camo Print Pocket Patched Raglan Sleeve Hoodie,4.083333333333334,806,https://www.shein.in/Men-Camo-Print-Pocket-Patched-Raglan-Sleeve-Hoodie-p-813537-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,408,Black,Short Sleeve,Hooded,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men Stripe & Letter Graphic Tee,4.0,811,https://www.shein.in/Men-Stripe-Letter-Graphic-Tee-p-967666-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,965,White,Short Sleeve,Round Neck,"42% Cotton, 58% Polyester",Regular Fit,Shein
Shein,SHEIN Men Floral Print Two Tone Top,4.083333333333334,622,https://www.shein.in/Men-Floral-Print-Two-Tone-Top-p-764733-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1623,Black and White,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,Men Side Stripe Letter Graphic Tee,4.083333333333334,656,https://www.shein.in/Men-Side-Stripe-Letter-Graphic-Tee-p-913998-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,221,"Yellow, Bright",Side Stripe,Round Neck,100% Cotton Blends,Regular Fit,Shein
Shein,SHEIN Men Neon Yellow Letter Graphic Top,4.0,898,https://www.shein.in/Men-Neon-Yellow-Letter-Graphic-Top-p-900096-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,98,"Yellow, Bright",Long Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Letter Graphic Top,4.083333333333334,826,https://www.shein.in/Men-Letter-Graphic-Top-p-1093294-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,28,Blue,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men Curved Hem Striped Tank Top,4.0,787,https://www.shein.in/Men-Curved-Hem-Striped-Tank-Top-p-686880-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,24,Black and White,Sleeveless,Round Neck,100% Cotton,Regular Fit,Shein
Shein,Men Letter Graphic Tank Top,4.0,656,https://www.shein.in/Men-Letter-Graphic-Tank-Top-p-1120475-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,26,Purple,Sleeveless,Round Neck,"65% Cotton, 35% Polyester",Regular Fit,Shein
Shein,SHEIN Men Contrast Neck Striped Top,3.916666666666667,743,https://www.shein.in/Men-Contrast-Neck-Striped-Top-p-733773-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1664,Multicolor,Short Sleeve,Round Neck,100% Polyester,Regular Fit,Shein
Shein,SHEIN Men Slogan Graphic Top,4.0,601,https://www.shein.in/Men-Slogan-Graphic-Top-p-754955-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1385,White,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Short Sleeve Striped Top,4.0,707,https://www.shein.in/Men-Short-Sleeve-Striped-Top-p-723686-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1826,Black,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Gesture Print Tie Dye Tank Top,4.0,518,https://www.shein.in/Men-Gesture-Print-Tie-Dye-Tank-Top-p-1089021-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,68,Multicolor,Sleeveless,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Abstract Figure Graphic Print Top,4.0,647,https://www.shein.in/Men-Abstract-Figure-Graphic-Print-Top-p-1108093-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,55,Multicolor,Short Sleeve,Round Neck,"92% Polyester, 8% Spandex",Regular Fit,Shein
Shein,SHEIN Men Binding Detail Fishnet Mesh Tank Top,4.0,412,https://www.shein.in/Men-Binding-Detail-Fishnet-Mesh-Tank-Top-p-1047034-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,102,Navy Blue,Sleeveless,Round Neck,100% Polyester,Regular Fit,Shein
Shein,SHEIN Men Banana Print Top,4.0,824,https://www.shein.in/Men-Banana-Print-Top-p-681105-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1296,White,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
